Name
Posco Baggins
Primrose Boffin
Primrose Gardner
Primula Brandybuck
Prisca Baggins
Quickbeam
Radagast
Radbug
Reginard Took
Rían
Roäc
Robin Gardner
Robin Smallburrow
Rodnor
Rollo Boffin
Rómendacil
Roper
Rorimac Brandybuck
Rory
Rosa Baggins
Rosamunda Took
Rose
Rose Gardner
Rosie Cotton
Rowan
Rowlie Appledore
Ruby Bolger
Ruby Gardner
Rudibert Bolger
Rudigar Bolger
Rudolph Bolger
Rufus Burrows
Rúmil
Sadoc Brandybuck
Sador
Saelind
Saeros
Salmar
Salvia Brandybuck
Sam
Samwise Gamgee
Sancho Proudfoot
Sapphira Brockhouse
Saradas Brandybuck
Saradoc Brandybuck
Saruman
Sauron
Seredic Brandybuck
Shadowfax
Shagrat
Shelob
Sigismond Took
Silmariën
Siriondil
Smaug
Sméagol
Snaga
Soronto
Strider
Stybba
Tanta Hornblower
Tar-Alcarin
Tar-Aldarion
Tar-Amandil
Tar-Anárion
Tar-Ancalimë
Tar-Ancalimon
Tar-Ardamin
Tar-Atanamir
Tar-Calmacil
Tar-Ciryatan
Tar-Elendil
Tar-Meneldur
Tar-Minastir
Tar-Míriel
Tar-Palantir
Tar-Súrion
Tar-Telemmaitë
Tar-Telperiën
Tar-Vanimeldë
Tarannon
Tarcil
Targon
Tarondor
Tarostar
Tata
Ted Sandyman
Telchar
Telemnar
Telufinwë
Telumehtar
Thengel
Theobald Bolger
Théoden
Théodred
Thingol
Thorin
Thorondir
Thorondor
Thráin
Thranduil
Thrór
Thurin
Thuringwethil
Tilion
Tindómiel
Tinúviel
Tobold Hornblower
Togo Goodbody
Tolman Cotton
Tolman Gardner
Tom
Tom Bombadil
Tosto Boffin
Trahald
Treebeard
Tulkas
Tuor
Turcafinwë
Turgon
Túrin
Túrin Turambar
Tyelkormo
Uffo Boffin
Ufthak
Uglúk
Uinen
Ulbar
Uldor
Ulfang the Black
Ulfast
Ulmo
Ulrad
Ulwarth
Umbardacil
Umbarto
Undómiel
Ungoliant
Vairë
Valacar
Valandil
Vána
Varda
Vardamir
Vardilmë
Vëantur
Vidugavia
Vidumavi
Vigo Boffin
Vinitharya
Vorondil the Hunter
Voronwë
Walda
Wandlimb
Wilcome Cotton
Wilibald Bolger
Wilimar Bolger
Will Whitfoot
William
Willie Banks
Wiseman Gamwich
Wormtongue
Wulf
Yavanna
Yávien
Zamîn
Zimrahin
Zimraphel
